,timestamp,username,screen_name,user_id,tweet_id,text,likes,replies,retweets,tweet_url,parent_tweet_id
0,2020-01-05 23:59:38,Brian,Bmanhusky,3158477688,1213973359152648193,No one wants your gross food,0,0,0,/Bmanhusky/status/1213973359152648193,1207031182250123264
1,2020-01-05 23:58:18,communist-hacker-witch fox 🏳️‍⚧️🌹,pandoras_foxo,2926325677,1213973026150072320,if you show up high the food is actually a good deal and pretty alright????,1,0,0,/pandoras_foxo/status/1213973026150072320,1213949479155466240
2,2020-01-05 23:58:14,Susan Littlefield,firefighter89,22665545,1213973008278343681,Thanks @Applebees for no batteries in the remotes to watch playoff games in Columbus Nebraska!  Our table watching the game from MY phone at our table.   HELLO #discountonourfood ???,4,2,0,/firefighter89/status/1213973008278343681,
3,2020-01-05 23:58:03,communist-hacker-witch fox 🏳️‍⚧️🌹,pandoras_foxo,2926325677,1213972962828636160,i want in for apple🅱️'s or Chili's omg,1,1,0,/pandoras_foxo/status/1213972962828636160,1213949479155466240
4,2020-01-05 23:57:45,DedA,novasinfonian,61918904,1213972887964717057,Never at an Applebee’s,0,0,0,/novasinfonian/status/1213972887964717057,1207031248889303045
5,2020-01-05 23:56:16,✨ Kennessy The Goatess ✨,KennessyE,364461892,1213972513610448896,@Applebees your website isn't working.,1,1,0,/KennessyE/status/1213972513610448896,
6,2020-01-05 23:56:12,Karishma Patel,QtKarishma,54313095,1213972498162868226,You gotta have faith. @Eagles @JoshMcCown12 @Applebees #georgemichael #Eagles #Survivorpic.twitter.com/Sr5EIbufFa,1,1,0,/QtKarishma/status/1213972498162868226,
7,2020-01-05 23:54:29,Andrés,Andreszxfs,758024411878391808,1213972063821672449,"Thanks @Applebees, that song has been stuck in my head all day :/",4,2,0,/Andreszxfs/status/1213972063821672449,
8,2020-01-05 23:54:26,mashed potato,Br00ke_Ashleigh,389201195,1213972051695935489,@Applebees we’ve been waiting 20 minutes while there are 10 open tables? All the hosts want to socialize and it makes so sense what so ever... pic.twitter.com/qoDw2fLExF,0,2,0,/Br00ke_Ashleigh/status/1213972051695935489,
9,2020-01-05 23:54:09,Plausibly Deniable,JB17191966,826496181979201537,1213971980275372032,@cantfindmike  Baker should be doing these $12 Applebees all you can eat crappy food commercials,0,0,0,/JB17191966/status/1213971980275372032,
10,2020-01-05 23:53:41,Steven A. Taylor,TaylorHandsome,180208768,1213971862394290176,"I'm assuming the ""double crunch shrimp"" at Applebees is 95% breading ...",1,0,0,/TaylorHandsome/status/1213971862394290176,
11,2020-01-05 23:53:13,Nate,CrowFluff,3035309167,1213971746820251648,"who can say where the road goes,
where the day flows, only time..",2,0,0,/CrowFluff/status/1213971746820251648,1213949479155466240
12,2020-01-05 23:51:56,Justin,jdastump,706307832,1213971423020093440,@Applebees just served me boneless wings bought from a local grocery store cause they ran out and didn’t think I’d notice. I’m so mad I could eat fried chicken #RIPNeal,0,1,0,/jdastump/status/1213971423020093440,
13,2020-01-05 23:51:31,Joey Walther,joewal23,2768316022,1213971320649719808,All the kids that had the bright ass flash for notifications meant for deaf people instead of being on vibrate in high school all work at applebees now,12,1,2,/joewal23/status/1213971320649719808,
14,2020-01-05 23:50:15,Ray,ShuggahRay,301243499,1213970997956743168,"Niggas is shooting music videos outside of applebees lmao, ya hate to see it",0,0,0,/ShuggahRay/status/1213970997956743168,
15,2020-01-05 23:50:05,Kaara,kaara_raven,902424913,1213970957989081088,Nate we are going to chilli's,2,1,0,/kaara_raven/status/1213970957989081088,1213949479155466240
16,2020-01-05 23:49:37,Nate,CrowFluff,3035309167,1213970841978855424,that's like saying cat food is strictly better than dog fod,2,2,0,/CrowFluff/status/1213970841978855424,1213949479155466240
17,2020-01-05 23:49:34,Aspekt,tehemopenguin,34870269,1213970826837385217,The closest one from my home town is 10 miles away and any further than 3 miles is Too Far.,1,1,1,/tehemopenguin/status/1213970826837385217,1213949479155466240
18,2020-01-05 23:48:25,Caj,caj_renard,77339401,1213970540316123137,It's strictly a better version of applebees,0,2,0,/caj_renard/status/1213970540316123137,1213949479155466240
19,2020-01-05 23:48:13,Caj,caj_renard,77339401,1213970487866298371,Cody how,1,1,0,/caj_renard/status/1213970487866298371,1213949479155466240
20,2020-01-05 23:59:38,Brian,Bmanhusky,3158477688,1213973359152648193,No one wants your gross food,0,0,0,/Bmanhusky/status/1213973359152648193,1207031182250123264
21,2020-01-05 23:58:18,communist-hacker-witch fox 🏳️‍⚧️🌹,pandoras_foxo,2926325677,1213973026150072320,if you show up high the food is actually a good deal and pretty alright????,1,0,0,/pandoras_foxo/status/1213973026150072320,1213949479155466240
22,2020-01-05 23:58:14,Susan Littlefield,firefighter89,22665545,1213973008278343681,Thanks @Applebees for no batteries in the remotes to watch playoff games in Columbus Nebraska!  Our table watching the game from MY phone at our table.   HELLO #discountonourfood ???,4,2,0,/firefighter89/status/1213973008278343681,
23,2020-01-05 23:58:03,communist-hacker-witch fox 🏳️‍⚧️🌹,pandoras_foxo,2926325677,1213972962828636160,i want in for apple🅱️'s or Chili's omg,1,1,0,/pandoras_foxo/status/1213972962828636160,1213949479155466240
24,2020-01-05 23:57:45,DedA,novasinfonian,61918904,1213972887964717057,Never at an Applebee’s,0,0,0,/novasinfonian/status/1213972887964717057,1207031248889303045
25,2020-01-05 23:56:16,✨ Kennessy The Goatess ✨,KennessyE,364461892,1213972513610448896,@Applebees your website isn't working.,1,1,0,/KennessyE/status/1213972513610448896,
26,2020-01-05 23:56:12,Karishma Patel,QtKarishma,54313095,1213972498162868226,You gotta have faith. @Eagles @JoshMcCown12 @Applebees #georgemichael #Eagles #Survivorpic.twitter.com/Sr5EIbufFa,1,1,0,/QtKarishma/status/1213972498162868226,
27,2020-01-05 23:54:29,Andrés,Andreszxfs,758024411878391808,1213972063821672449,"Thanks @Applebees, that song has been stuck in my head all day :/",4,2,0,/Andreszxfs/status/1213972063821672449,
28,2020-01-05 23:54:26,mashed potato,Br00ke_Ashleigh,389201195,1213972051695935489,@Applebees we’ve been waiting 20 minutes while there are 10 open tables? All the hosts want to socialize and it makes so sense what so ever... pic.twitter.com/qoDw2fLExF,0,2,0,/Br00ke_Ashleigh/status/1213972051695935489,
29,2020-01-05 23:54:09,Plausibly Deniable,JB17191966,826496181979201537,1213971980275372032,@cantfindmike  Baker should be doing these $12 Applebees all you can eat crappy food commercials,0,0,0,/JB17191966/status/1213971980275372032,
30,2020-01-05 23:53:41,Steven A. Taylor,TaylorHandsome,180208768,1213971862394290176,"I'm assuming the ""double crunch shrimp"" at Applebees is 95% breading ...",1,0,0,/TaylorHandsome/status/1213971862394290176,
31,2020-01-05 23:53:13,Nate,CrowFluff,3035309167,1213971746820251648,"who can say where the road goes,
where the day flows, only time..",2,0,0,/CrowFluff/status/1213971746820251648,1213949479155466240
32,2020-01-05 23:51:56,Justin,jdastump,706307832,1213971423020093440,@Applebees just served me boneless wings bought from a local grocery store cause they ran out and didn’t think I’d notice. I’m so mad I could eat fried chicken #RIPNeal,0,1,0,/jdastump/status/1213971423020093440,
33,2020-01-05 23:51:31,Joey Walther,joewal23,2768316022,1213971320649719808,All the kids that had the bright ass flash for notifications meant for deaf people instead of being on vibrate in high school all work at applebees now,12,1,2,/joewal23/status/1213971320649719808,
34,2020-01-05 23:50:15,Ray,ShuggahRay,301243499,1213970997956743168,"Niggas is shooting music videos outside of applebees lmao, ya hate to see it",0,0,0,/ShuggahRay/status/1213970997956743168,
35,2020-01-05 23:50:05,Kaara,kaara_raven,902424913,1213970957989081088,Nate we are going to chilli's,2,1,0,/kaara_raven/status/1213970957989081088,1213949479155466240
36,2020-01-05 23:49:37,Nate,CrowFluff,3035309167,1213970841978855424,that's like saying cat food is strictly better than dog fod,2,2,0,/CrowFluff/status/1213970841978855424,1213949479155466240
37,2020-01-05 23:49:34,Aspekt,tehemopenguin,34870269,1213970826837385217,The closest one from my home town is 10 miles away and any further than 3 miles is Too Far.,1,1,1,/tehemopenguin/status/1213970826837385217,1213949479155466240
38,2020-01-05 23:48:25,Caj,caj_renard,77339401,1213970540316123137,It's strictly a better version of applebees,0,2,0,/caj_renard/status/1213970540316123137,1213949479155466240
39,2020-01-05 23:48:13,Caj,caj_renard,77339401,1213970487866298371,Cody how,1,1,0,/caj_renard/status/1213970487866298371,1213949479155466240
40,2020-01-05 23:47:52,Amy,MaybeAmes,1185568362870591488,1213970398854991872,lmaoooo,1,0,0,/MaybeAmes/status/1213970398854991872,1213688506305957888
41,2020-01-05 23:44:56,Dr. J,DrGQ,25237259,1213969661131276288,Lol Applebees Wallz!,0,1,0,/DrGQ/status/1213969661131276288,1213964126403186688
42,2020-01-05 23:44:42,🥺,k8devito,794503359638056960,1213969603145195521,tgifridays is just a preppy applebees,1,0,0,/k8devito/status/1213969603145195521,
43,2020-01-05 23:44:09,kakashi’s gf,birdschoolgrad,2305977542,1213969463873277952,going pee (at applebees),3,0,0,/birdschoolgrad/status/1213969463873277952,
44,2020-01-05 23:42:20,"Wasteland, Baybee!",shabadashabada,3002923891,1213969006924685312,No but i do treat it like a dirty little secret 😂😂,1,0,0,/shabadashabada/status/1213969006924685312,1207031248889303045
45,2020-01-05 23:39:27,hers ✨,kiyavaden20,3065216789,1213968281327034369,when we going baby? ❤️,0,0,0,/kiyavaden20/status/1213968281327034369,1210292672088248320
46,2020-01-05 23:37:22,Prince Rupert of the Rhine⭐⭐⭐,RupertRhine,1167145393504870403,1213967758528073729,All you can eat! KEK!!,3,1,0,/RupertRhine/status/1213967758528073729,1213688506305957888
47,2020-01-05 23:37:09,ashtyn,ashtynkraus,1529226938,1213967703297400832,mean to say applebees but applebeans came out instead,2,0,0,/ashtynkraus/status/1213967703297400832,
48,2020-01-05 23:36:23,ᴅᴜʙ,olcdub,150536249,1213967511533821958,I’m eating like a king tonight @Applebees pic.twitter.com/9taKYG2tzq,1,0,0,/olcdub/status/1213967511533821958,
49,2020-01-05 23:32:45,MickstaDooDoo,MickstaMan,1080360217,1213966597368537089,"Do you have these...

https://twitter.com/mickstaman/status/1213960633630240768?s=21 …https://twitter.com/MickstaMan/status/1213960633630240768 …",0,0,0,/MickstaMan/status/1213966597368537089,1207031248889303045
50,2020-01-05 23:31:16,Anon4Q⭐⭐⭐ text 🇺🇸Trump🇺🇸 to 88022,anonforq,1121535415138357248,1213966224448720897,I suspect Mikey is more of a Golden Corral kind of guy...,4,1,0,/anonforq/status/1213966224448720897,1213688506305957888
51,2020-01-05 23:27:56,occupation creator,oppuc3,776637567525654528,1213965381989257217,Dingy works as a rapist at AppleBees,0,0,0,/oppuc3/status/1213965381989257217,
52,2020-01-05 23:26:33,Emily Murdock Baker,EMurdockBaker,403591887,1213965035158020098,"Raise your hand if you need @lyzl to go back to Applebees and further investigate the Great Sangria Incident of 2019. You know, for science. 
https://lyz.substack.com/p/drinking-sangria-in-the-new-year?utm_campaign=post&utm_medium=email&utm_source=copy …",7,0,0,/EMurdockBaker/status/1213965035158020098,
53,2020-01-05 23:26:03,Birdman - VEGAN Future,Vegan4Animal,2252072918,1213964907680546817,"No tax funded Factory animal meats, free dog meat at pet shelters afterv euthanized",0,0,0,/Vegan4Animal/status/1213964907680546817,1207031120770060288
54,2020-01-05 23:23:47,Kaara,kaara_raven,902424913,1213964339993989120,What??? @caj_renard @caramel_toes,3,1,0,/kaara_raven/status/1213964339993989120,1213949479155466240
55,2020-01-05 23:23:22,Aspekt,tehemopenguin,34870269,1213964236201717761,I’ve never been 😭😭😭😭,1,2,1,/tehemopenguin/status/1213964236201717761,1213949479155466240
56,2020-01-05 23:22:38,Kaara,kaara_raven,902424913,1213964048804405248,Chilli's has really cheap margs I've gotten a little drunk off before,2,1,0,/kaara_raven/status/1213964048804405248,1213949479155466240
57,2020-01-05 23:21:27,Nate,CrowFluff,3035309167,1213963752858513413,SAM NOOO NOT YOU TOOOO,2,1,0,/CrowFluff/status/1213963752858513413,1213949479155466240
58,2020-01-05 23:20:20,LOMAMI✨,lanaortega12,1126276576671354880,1213963472704286724,@Applebees what’re y’all doing with these fries 🥴 so upsetting pic.twitter.com/CuXw40Xajh,0,0,0,/lanaortega12/status/1213963472704286724,
59,2020-01-05 23:20:06,Kaara,kaara_raven,902424913,1213963411769290752,Ok would you go to chilli's though,2,1,0,/kaara_raven/status/1213963411769290752,1213949479155466240
60,2020-01-05 23:18:51,The Merovingian,LordCommanderMN,785468214742511616,1213963096710156294,"Your food is microwaved dogshit, @Applebees.",0,0,0,/LordCommanderMN/status/1213963096710156294,
61,2020-01-05 23:18:41,cryptoAnnunaki,crypto_Annunaki,1034193139647631363,1213963056876834816,By the feed I think your the only one,1,0,0,/crypto_Annunaki/status/1213963056876834816,1207031248889303045
62,2020-01-05 23:17:46,🌞JON🌞,MileenasStrapon,963549936951480320,1213962823287607296,I should’ve tbh,1,0,0,/MileenasStrapon/status/1213962823287607296,1207031248889303045
